4.473479;2.207338
4.473808;2.209311
4.474795;2.210297
4.474137;2.211942
4.473479;2.213257
4.474466;2.214901
4.474137;2.215888
4.473479;2.217861
4.473150;2.219176
4.474137;2.220492
4.473479;2.221807
4.473150;2.223451
4.475123;2.224767
4.474466;2.226411
4.473150;2.228055
4.474795;2.229042
4.473479;2.230686
4.473479;2.232002
4.474137;2.233646
4.474137;2.234632
4.473479;2.236277
4.473150;2.237921
4.473808;2.239236
4.473808;2.240881
4.474795;2.242196
4.474466;2.243512
4.473808;2.244827
4.475452;2.246471
4.474466;2.247787
4.473479;2.249760
4.473479;2.251075
4.474137;2.252062
4.473479;2.253377
4.473479;2.255679
4.474466;2.256666
4.474137;2.257981
4.473479;2.259625
4.472821;2.260612
4.474466;2.262256
4.473479;2.263243
4.473150;2.265216
4.472821;2.266531
4.473808;2.268176
4.473150;2.269491
4.472821;2.270806
4.474137;2.272122
4.473150;2.273437
4.473479;2.274753
4.474137;2.276726
4.473808;2.278370
4.473150;2.279357
4.473479;2.281001
4.473150;2.282316
4.473150;2.283632
4.474137;2.285605
4.473150;2.286591
4.472821;2.287907
4.472164;2.289222
4.473150;2.290538
4.472821;2.292511
4.472493;2.293497
4.473479;2.295142
4.472821;2.296457
4.471835;2.298101
4.473479;2.299088
4.473479;2.300732
4.474466;2.302376
4.473479;2.303363
4.472821;2.305007
4.472164;2.306323
4.473479;2.307638
4.473150;2.309282
4.472493;2.310598
4.474137;2.311913
4.473479;2.312900
4.472493;2.313886
4.473808;2.316188
4.473150;2.317504
4.472493;2.318819
4.471506;2.320463
4.473479;2.321779
4.472821;2.323094
4.473808;2.324410
4.473479;2.325725
4.472821;2.327369
4.472493;2.328356
4.472164;2.330000
4.472821;2.330987
4.472821;2.332631
4.473150;2.333946
4.473150;2.335591
4.472493;2.336906
4.473808;2.338222
4.471506;2.339866
4.472493;2.340852
4.472164;2.342497
4.471835;2.343483
4.472821;2.345456
4.471835;2.346772
4.473808;2.348087
4.473479;2.349403
4.472821;2.351047
4.475123;2.352362
4.473150;2.353349
4.472821;2.354993
4.472164;2.355651
4.473479;2.357953
4.472821;2.359268
4.473808;2.360584
4.473808;2.361899
4.473479;2.363215
4.472164;2.364530
4.473479;2.365516
4.472821;2.367161
4.472493;2.368805
4.473479;2.370120
4.473150;2.371765
4.472164;2.372751
4.473479;2.374067
4.472821;2.375711
4.472493;2.376698
4.471177;2.378013
4.473479;2.379328
4.472493;2.380973
4.471835;2.382288
4.473150;2.383603
4.472821;2.384919
4.472493;2.386234
4.473479;2.387550
4.472821;2.388865
4.471835;2.390509
4.473150;2.391825
4.472821;2.393140
4.472493;2.394785
4.473479;2.395442
4.472821;2.397087
4.472164;2.398731
4.473808;2.399717
4.472821;2.401033
4.472821;2.402677
4.473479;2.404321
4.473479;2.405637
4.472493;2.406294
4.472164;2.407939
4.472493;2.409583
4.472821;2.410241
4.472493;2.412214
4.473479;2.413529
4.472821;2.414845
4.472164;2.415831
4.473150;2.417475
4.473150;2.419120
4.472821;2.420106
4.473479;2.421751
4.472821;2.423066
4.472493;2.424053
4.473808;2.425368
4.473150;2.427012
4.471835;2.428328
4.471835;2.429643
4.473150;2.430630
4.472493;2.432274
4.472164;2.433589
4.471506;2.434905
4.472493;2.435891
4.472164;2.437207
4.471506;2.438522
4.472164;2.439838
4.472493;2.441482
4.472493;2.442797
4.472493;2.443455
4.471506;2.445757
4.471177;2.446744
4.472821;2.448059
4.471835;2.449703
4.471506;2.450690
4.472821;2.451676
4.472821;2.453321
4.471835;2.454965
4.473479;2.456609
4.472821;2.457267
4.472164;2.458582
4.473150;2.460227
4.472821;2.461871
4.471835;2.462529
4.473150;2.463844
4.473150;2.465488
4.472493;2.466146
4.473479;2.468448
4.473150;2.469434
4.472493;2.470421
4.473808;2.472065
4.473150;2.473052
4.472821;2.474696
4.471835;2.476012
4.473150;2.477327
4.473150;2.478314
4.472164;2.479300
4.473479;2.480616
4.472821;2.482260
4.472164;2.483904
4.474137;2.484891
4.472821;2.486206
4.472493;2.487521
4.473808;2.488508
4.472493;2.490481
4.472821;2.491468
4.471835;2.492783
4.473479;2.494099
4.473150;2.495085
4.472164;2.496729
4.471506;2.497716
4.472164;2.499360
4.471835;2.500676
4.471835;2.501991
4.473150;2.502978
4.472493;2.504622
4.471835;2.505608
4.473150;2.507253
4.472493;2.508239
4.471835;2.509226
4.471177;2.510541
4.472493;2.512514
4.472164;2.513172
4.471835;2.514816
4.472821;2.515803
4.472164;2.517447
4.471835;2.518105
4.472821;2.520078
4.471835;2.521393
4.471177;2.522709
4.472821;2.523695
4.472493;2.525011
4.471835;2.525997
4.473150;2.527971
4.472164;2.529615
4.471506;2.530273
4.471177;2.531259
4.472164;2.532903
4.471835;2.533890
4.471177;2.535205
4.472821;2.536521
4.472493;2.537836
4.471177;2.539480
