4.470191;2.694700
4.469862;2.695686
4.470519;2.696015
4.469862;2.696673
4.468875;2.697331
4.470519;2.698317
4.469862;2.698646
4.469533;2.699633
4.470848;2.699633
4.470191;2.700619
4.469533;2.701277
4.470191;2.701606
4.470519;2.701935
4.470191;2.702921
4.470848;2.703579
4.470191;2.703908
4.469862;2.704237
4.470848;2.705223
4.470519;2.705881
4.469862;2.706539
4.471177;2.707196
4.470848;2.707525
4.469862;2.708512
4.471506;2.708841
4.470519;2.709827
4.470519;2.710814
4.471177;2.710814
4.471177;2.711800
4.470519;2.712129
4.469533;2.712458
4.469533;2.713116
4.470519;2.713445
4.470519;2.714760
4.469533;2.714760
4.471177;2.715747
4.469862;2.716404
4.470191;2.716733
4.471177;2.717391
4.470848;2.718377
4.470191;2.718706
4.469533;2.719364
4.470519;2.719693
4.470191;2.720350
4.469862;2.721008
4.470848;2.721666
4.469862;2.722324
4.469533;2.722652
4.470519;2.723639
4.470519;2.724297
4.469862;2.724954
4.469533;2.723968
4.470519;2.725612
4.470191;2.726270
4.470848;2.727256
4.470519;2.727914
4.470191;2.728243
4.471177;2.728901
4.470848;2.729230
4.470191;2.730216
4.469533;2.730545
4.470519;2.731203
4.470191;2.731860
4.469862;2.732518
4.471506;2.732847
4.470848;2.733176
4.469862;2.733834
4.470848;2.734820
4.470848;2.735149
4.470191;2.735807
4.471506;2.736464
4.470848;2.737122
4.470191;2.738109
4.471177;2.738766
4.471177;2.739424
4.470519;2.739424
4.469862;2.740411
4.469204;2.741397
4.470519;2.741397
4.469862;2.742713
4.469533;2.742713
4.470519;2.743370
4.470519;2.743699
4.470191;2.744686
4.470519;2.745343
4.469862;2.746001
4.470191;2.746330
4.470519;2.746659
4.470191;2.747645
4.469533;2.748303
4.471177;2.748303
4.470519;2.748632
4.469862;2.749947
4.469204;2.750605
4.470519;2.750605
4.469862;2.751263
4.469204;2.751921
4.470519;2.752578
4.469862;2.753236
4.469204;2.754223
4.470519;2.754551
4.470191;2.754880
4.469862;2.755867
4.471177;2.756196
4.469862;2.757182
4.470191;2.757840
4.471506;2.757840
4.470519;2.758826
4.470191;2.759484
4.471177;2.760142
4.470519;2.760471
4.470191;2.760800
4.469533;2.762115
4.471177;2.761786
4.469862;2.763102
